filename,type,galaxyID,timeStep,age(GYr),redshift(z),camera,filter,px(pixels),errpx(pixels),py(pixels),errpy(pixels),mag,errmag,rad(pixels),errrad(pixels),rad(kpc),errrad(kpc),sersicIndex(n),errsersicIndex(n),b/a,errb/a,angle(deg),errangle(deg),rff,sky
string,enum,enum,numeric,numeric,numeric,enum,enum,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric
VELA28MRP_0.457286_0002793__skipir_CAMERA6-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,457286,5.211,1.18818380744,6,F160W,300.6243,0.0023,300.3753,0.0047,19.3571,0.0014,11.6805,0.0313,11.6805,0.0313,3.4044,0.0065,0.9131,0.0015,9.1734,0.7976,0.21353100025,0.000e+00
VELA28MRP_0.457286_0002793__skipir_CAMERA7-BROADBAND_F160W_simulation_single_multi.fits,other,VELA28MRP,457286,5.211,1.18818380744,7,F160W,17.0513,1.3216,425.9870,1.0954,24.5448,0.0361,38.5649,1.0726,38.5649,1.0726,0.4931,0.0185,0.3879,0.0089,40.1867,0.7379,0.919383446042,0.000e+00
VELA28MRP_0.457286_0002793__skipir_CAMERA7-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,457286,5.211,1.18818380744,7,F160W,300.5163,0.0046,300.4801,0.0039,19.3441,0.0018,11.6680,0.0267,11.668,0.0267,3.0788,0.0053,0.7978,0.0015,71.3029,0.2951,0.211255264195,0.000e+00
VELA28MRP_0.457286_0002793__skipir_CAMERA8-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,457286,5.211,1.18818380744,8,F160W,300.5177,0.0042,300.4798,0.0036,19.3201,0.0018,12.2747,0.0289,12.2747,0.0289,3.2598,0.0058,0.8215,0.0015,75.4686,0.3316,0.216004608546,0.000e+00
VELA28MRP_0.460620_0002858__skipir_CAMERA0-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,460620,5.275,1.16919739696,0,F160W,300.6346,0.0052,300.4970,0.0042,19.4031,0.0020,12.8543,0.0345,12.8543,0.0345,3.2194,0.0050,0.8092,0.0017,76.5511,0.3532,0.210990297659,0.000e+00
VELA28MRP_0.460620_0002858__skipir_CAMERA1-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,460620,5.275,1.16919739696,1,F160W,300.2902,0.0090,300.6231,0.0040,19.4127,0.0018,17.6709,0.0443,17.6709,0.0443,2.9087,0.0055,0.4214,0.0007,86.6291,0.0678,0.280332607235,0.000e+00
VELA28MRP_0.460620_0002858__skipir_CAMERA5-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,460620,5.275,1.16919739696,5,F160W,300.5463,0.0038,300.6509,0.0047,19.3885,0.0019,11.8439,0.0308,11.8439,0.0308,3.3300,0.0064,0.8062,0.0016,51.2822,0.3390,0.223290243675,0.000e+00
VELA28MRP_0.460620_0002858__skipir_CAMERA6-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,460620,5.275,1.16919739696,6,F160W,300.5029,0.0039,300.7203,0.0058,19.3557,0.0015,11.9475,0.0290,11.9475,0.029,3.2372,0.0054,0.9099,0.0014,-4.0483,0.7369,0.175652469662,0.000e+00
VELA28MRP_0.460620_0002858__skipir_CAMERA6-BROADBAND_F160W_simulation_single_multi.fits,other,VELA28MRP,460620,5.275,1.16919739696,6,F160W,524.5776,0.6470,15.2444,0.6473,24.3578,0.0280,34.0509,0.6889,34.0509,0.6889,0.5182,0.0229,0.4615,0.0097,63.4791,1.3004,0.906295927138,0.000e+00
VELA28MRP_0.460620_0002858__skipir_CAMERA7-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,460620,5.275,1.16919739696,7,F160W,300.6190,0.0042,300.4739,0.0033,19.3354,0.0017,12.1361,0.0281,12.1361,0.0281,3.3523,0.0059,0.7823,0.0014,77.8276,0.2622,0.165616051464,0.000e+00
VELA28MRP_0.460620_0002858__skipir_CAMERA8-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,460620,5.275,1.16919739696,8,F160W,300.5901,0.0047,300.5049,0.0030,19.3480,0.0018,11.8151,0.0281,11.8151,0.0281,3.3144,0.0058,0.7676,0.0015,75.9075,0.2420,0.173189195225,0.000e+00
VELA28MRP_0.464281_0002368__skipir_CAMERA0-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,464281,5.323,1.15517241379,0,F160W,300.7509,0.0064,300.4947,0.0034,19.4009,0.0021,12.5654,0.0368,12.5654,0.0368,3.4879,0.0072,0.8003,0.0017,76.9816,0.3595,0.236151546498,0.000e+00
VELA28MRP_0.464281_0002368__skipir_CAMERA1-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,464281,5.323,1.15517241379,1,F160W,300.1783,0.0086,300.5245,0.0030,19.3934,0.0018,17.9505,0.0464,17.9505,0.0464,3.1349,0.0060,0.4506,0.0008,86.8990,0.0740,0.31418929889,0.000e+00
VELA28MRP_0.464281_0002368__skipir_CAMERA5-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,464281,5.323,1.15517241379,5,F160W,300.5372,0.0051,300.5328,0.0045,19.4079,0.0020,12.0156,0.0334,12.0156,0.0334,3.2990,0.0067,0.8202,0.0017,59.2446,0.3870,0.258034734202,0.000e+00
VELA28MRP_0.464281_0002368__skipir_CAMERA6-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,464281,5.323,1.15517241379,6,F160W,300.4621,0.0039,300.6434,0.0053,19.3634,0.0019,11.0297,0.0297,11.0297,0.0297,3.3873,0.0066,0.8919,0.0017,-1.2216,0.6599,0.185422763826,0.000e+00
VELA28MRP_0.464281_0002368__skipir_CAMERA7-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,464281,5.323,1.15517241379,7,F160W,300.5202,0.0042,300.4901,0.0029,19.3411,0.0018,12.3324,0.0303,12.3324,0.0303,3.4847,0.0065,0.7556,0.0015,84.8075,0.2348,0.199549920747,0.000e+00
VELA28MRP_0.464281_0002368__skipir_CAMERA8-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,464281,5.323,1.15517241379,8,F160W,300.5178,0.0043,300.4860,0.0031,19.3511,0.0019,12.4429,0.0316,12.4429,0.0316,3.4500,0.0066,0.7593,0.0015,77.4324,0.2445,0.208702944712,0.000e+00
VELA28MRP_0.468185_0002568__skipir_CAMERA0-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,468185,5.387,1.13675213675,0,F160W,300.5952,0.0049,300.5851,0.0043,19.3889,0.0020,12.0186,0.0343,12.0186,0.0343,3.5087,0.0073,0.8475,0.0017,70.0832,0.4574,0.23059447449,0.000e+00
VELA28MRP_0.468185_0002568__skipir_CAMERA1-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,468185,5.387,1.13675213675,1,F160W,300.7092,0.0083,300.3165,0.0046,19.3738,0.0017,19.6383,0.0465,19.6383,0.0465,3.1714,0.0060,0.4523,0.0008,89.9426,0.0701,0.259764583725,0.000e+00
VELA28MRP_0.468185_0002568__skipir_CAMERA5-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,468185,5.387,1.13675213675,5,F160W,300.5352,0.0051,300.4664,0.0046,19.4050,0.0017,12.1650,0.0319,12.165,0.0319,3.2057,0.0061,0.9072,0.0016,64.0250,0.7730,0.249772809302,0.000e+00
VELA28MRP_0.468185_0002568__skipir_CAMERA6-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,468185,5.387,1.13675213675,6,F160W,300.3924,0.0045,300.4792,0.0039,19.3526,0.0016,10.9080,0.0282,10.908,0.0282,3.3433,0.0064,0.9587,0.0017,-11.9325,1.7351,0.18622371395,0.000e+00
VELA28MRP_0.468185_0002568__skipir_CAMERA7-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,468185,5.387,1.13675213675,7,F160W,300.4751,0.0036,300.4221,0.0032,19.3393,0.0017,12.9664,0.0307,12.9664,0.0307,3.4019,0.0063,0.7599,0.0015,87.7344,0.2376,0.212101091264,0.000e+00
VELA28MRP_0.468185_0002568__skipir_CAMERA8-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,468185,5.387,1.13675213675,8,F160W,300.4851,0.0044,300.4343,0.0038,19.3725,0.0018,12.0194,0.0289,12.0194,0.0289,3.2242,0.0058,0.7923,0.0015,89.9148,0.2886,0.224389193804,0.000e+00
VELA28MRP_0.471955_0002705__skipir_CAMERA0-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,471955,5.451,1.1186440678,0,F160W,300.5947,0.0054,300.5016,0.0037,19.3761,0.0020,12.8385,0.0361,12.8385,0.0361,3.4833,0.0072,0.8296,0.0017,73.9116,0.4018,0.222225913227,0.000e+00
VELA28MRP_0.471955_0002705__skipir_CAMERA1-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,471955,5.451,1.1186440678,1,F160W,300.4798,0.0086,300.5879,0.0042,19.3704,0.0017,18.7410,0.0455,18.741,0.0455,2.8949,0.0053,0.4186,0.0007,-89.5953,0.0651,0.282937687063,0.000e+00
VELA28MRP_0.471955_0002705__skipir_CAMERA5-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,471955,5.451,1.1186440678,5,F160W,300.5102,0.0045,300.4980,0.0041,19.3782,0.0019,12.7771,0.0352,12.7771,0.0352,3.3329,0.0068,0.8573,0.0017,53.2215,0.4724,0.251266851948,0.000e+00
VELA28MRP_0.471955_0002705__skipir_CAMERA6-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,471955,5.451,1.1186440678,6,F160W,300.4802,0.0031,300.5718,0.0042,19.3179,0.0015,12.1212,0.0313,12.1212,0.0313,3.4870,0.0069,0.9131,0.0014,-17.3078,0.7727,0.169311551296,0.000e+00
VELA28MRP_0.471955_0002705__skipir_CAMERA7-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,471955,5.451,1.1186440678,7,F160W,300.3836,0.0051,300.5437,0.0038,19.3430,0.0017,12.4935,0.0294,12.4935,0.0294,3.2678,0.0057,0.7989,0.0015,89.4978,0.2846,0.215801773068,0.000e+00
VELA28MRP_0.471955_0002705__skipir_CAMERA8-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,471955,5.451,1.1186440678,8,F160W,300.3922,0.0041,300.5385,0.0040,19.3645,0.0018,12.0088,0.0285,12.0088,0.0285,3.1866,0.0043,0.8286,0.0016,-89.5176,0.3600,0.226391817001,0.000e+00
VELA28MRP_0.475642_0002768__skipir_CAMERA0-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,475642,5.516,1.10084033613,0,F160W,300.7263,0.0064,300.4297,0.0035,19.3714,0.0019,12.9878,0.0354,12.9878,0.0354,3.5672,0.0072,0.8420,0.0017,65.9432,0.4399,0.227329116181,0.000e+00
VELA28MRP_0.475642_0002768__skipir_CAMERA1-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,475642,5.516,1.10084033613,1,F160W,300.3952,0.0073,300.5656,0.0035,19.3629,0.0017,16.7942,0.0377,16.7942,0.0377,3.0460,0.0052,0.4952,0.0009,-87.6582,0.0799,0.255029546226,0.000e+00
VELA28MRP_0.475642_0002768__skipir_CAMERA5-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,475642,5.516,1.10084033613,5,F160W,300.6071,0.0052,300.3730,0.0054,19.3766,0.0019,12.5371,0.0336,12.5371,0.0336,3.2799,0.0062,0.8848,0.0017,54.6096,0.5947,0.248495513525,0.000e+00
VELA28MRP_0.475642_0002768__skipir_CAMERA6-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,475642,5.516,1.10084033613,6,F160W,300.5602,0.0041,300.5082,0.0037,19.3337,0.0016,11.2943,0.0281,11.2943,0.0281,3.4423,0.0065,0.9504,0.0018,-34.1729,1.4501,0.17361629942,0.000e+00
VELA28MRP_0.475642_0002768__skipir_CAMERA7-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,475642,5.516,1.10084033613,7,F160W,300.3783,0.0040,300.4754,0.0038,19.3673,0.0018,12.1353,0.0295,12.1353,0.0295,3.0664,0.0039,0.8334,0.0016,86.4686,0.3598,0.241115181812,0.000e+00
VELA28MRP_0.475642_0002768__skipir_CAMERA8-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,475642,5.516,1.10084033613,8,F160W,300.4319,0.0049,300.4713,0.0043,19.3483,0.0018,13.0281,0.0322,13.0281,0.0322,3.2251,0.0058,0.8166,0.0015,86.0891,0.3282,0.239807973521,0.000e+00
VELA28MRP_0.479358_0002685__skipir_CAMERA0-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,479358,5.564,1.08768267223,0,F160W,300.5777,0.0052,300.5454,0.0042,19.4032,0.0020,12.9769,0.0354,12.9769,0.0354,3.5175,0.0074,0.8292,0.0017,74.4959,0.4124,0.216152245209,0.000e+00
VELA28MRP_0.479358_0002685__skipir_CAMERA1-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,479358,5.564,1.08768267223,1,F160W,300.6851,0.0057,300.7147,0.0035,19.3726,0.0017,13.7771,0.0312,13.7771,0.0312,3.2500,0.0053,0.5457,0.0010,87.1790,0.0989,0.226809493587,0.000e+00
VELA28MRP_0.479358_0002685__skipir_CAMERA5-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,479358,5.564,1.08768267223,5,F160W,300.6490,0.0045,300.6328,0.0040,19.4024,0.0014,12.1045,0.0314,12.1045,0.0314,3.3267,0.0063,0.9156,0.0015,46.6689,0.8356,0.224006279737,0.000e+00
VELA28MRP_0.479358_0002685__skipir_CAMERA6-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,479358,5.564,1.08768267223,6,F160W,300.4675,0.0034,300.6245,0.0041,19.3594,0.0016,10.1627,0.0258,10.1627,0.0258,3.6240,0.0069,0.9419,0.0019,-21.8138,1.2534,0.18430575314,0.000e+00
VELA28MRP_0.479358_0002685__skipir_CAMERA7-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,479358,5.564,1.08768267223,7,F160W,300.2660,0.0060,300.7634,0.0040,19.3781,0.0018,12.1880,0.0295,12.188,0.0295,3.2158,0.0042,0.8426,0.0016,87.9444,0.3890,0.224948176973,0.000e+00
VELA28MRP_0.479358_0002685__skipir_CAMERA8-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,479358,5.564,1.08768267223,8,F160W,300.2751,0.0059,300.7718,0.0039,19.3872,0.0018,12.2648,0.0309,12.2648,0.0309,3.1804,0.0052,0.8655,0.0016,87.1147,0.4588,0.22567820931,0.000e+00
VELA28MRP_0.484437_0002494__skipir_CAMERA0-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,484437,5.644,1.06611570248,0,F160W,300.5217,0.0040,300.4692,0.0035,19.4009,0.0020,12.8974,0.0368,12.8974,0.0368,3.5547,0.0078,0.8085,0.0018,79.9784,0.3726,0.230630535098,0.000e+00
VELA28MRP_0.484437_0002494__skipir_CAMERA1-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,484437,5.644,1.06611570248,1,F160W,300.5251,0.0063,300.4715,0.0034,19.3727,0.0018,15.1027,0.0385,15.1027,0.0385,3.1301,0.0058,0.5074,0.0009,87.3935,0.0934,0.256561816495,0.000e+00
VELA28MRP_0.484437_0002494__skipir_CAMERA5-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,484437,5.644,1.06611570248,5,F160W,300.6674,0.0054,300.4818,0.0036,19.3956,0.0018,12.0312,0.0337,12.0312,0.0337,3.4661,0.0072,0.8714,0.0017,66.0039,0.5706,0.236407865666,0.000e+00
VELA28MRP_0.484437_0002494__skipir_CAMERA6-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,484437,5.644,1.06611570248,6,F160W,300.3845,0.0045,300.4760,0.0040,19.3690,0.0016,11.6240,0.0309,11.624,0.0309,3.4163,0.0069,0.9200,0.0018,-28.5229,0.9096,0.193186397476,0.000e+00
VELA28MRP_0.484437_0002494__skipir_CAMERA7-BROADBAND_F160W_simulation_single_multi.fits,other,VELA28MRP,484437,5.644,1.06611570248,7,F160W,475.8337,0.8783,381.4744,1.0243,25.1252,0.0262,44.5806,1.2633,44.5806,1.2633,0.4517,0.0268,0.2480,0.0065,41.0940,0.5639,1.07172042326,0.000e+00
VELA28MRP_0.484437_0002494__skipir_CAMERA7-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,484437,5.644,1.06611570248,7,F160W,300.6075,0.0052,300.4778,0.0038,19.3620,0.0018,12.4417,0.0318,12.4417,0.0318,3.3515,0.0048,0.8662,0.0017,87.3753,0.4916,0.238132321131,0.000e+00
VELA28MRP_0.484437_0002494__skipir_CAMERA8-BROADBAND_F160W_simulation_single_multi.fits,other,VELA28MRP,484437,5.644,1.06611570248,8,F160W,461.0454,0.4936,391.9636,0.2979,25.7236,0.0416,14.3032,0.5657,14.3032,0.5657,0.8156,0.0766,0.6742,0.0283,-69.2565,4.0436,1.25079004651,0.000e+00
VELA28MRP_0.484437_0002494__skipir_CAMERA8-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,484437,5.644,1.06611570248,8,F160W,300.6283,0.0063,300.4788,0.0037,19.3882,0.0020,12.5274,0.0344,12.5274,0.0344,3.2223,0.0065,0.7996,0.0015,80.1851,0.3163,0.258601001589,0.000e+00
VELA28MRP_0.488450_0001869__skipir_CAMERA0-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,488450,5.709,1.04918032787,0,F160W,300.3726,0.0059,300.6190,0.0038,19.3501,0.0021,13.2517,0.0379,13.2517,0.0379,3.7380,0.0085,0.7936,0.0018,84.5568,0.3492,0.22245297171,0.000e+00
VELA28MRP_0.488450_0001869__skipir_CAMERA0-BROADBAND_F160W_simulation_single_multi.fits,other,VELA28MRP,488450,5.709,1.04918032787,0,F160W,344.5600,0.8405,494.6429,0.4836,25.1167,0.0364,28.1077,0.7274,28.1077,0.7274,0.4371,0.0289,0.5437,0.0161,-79.4294,2.1479,1.29974734412,0.000e+00
VELA28MRP_0.488450_0001869__skipir_CAMERA1-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,488450,5.709,1.04918032787,1,F160W,300.5411,0.0067,300.4805,0.0035,19.3461,0.0019,13.9103,0.0333,13.9103,0.0333,2.9932,0.0049,0.5721,0.0012,85.9002,0.1114,0.230352864587,0.000e+00
VELA28MRP_0.488450_0001869__skipir_CAMERA5-BROADBAND_F160W_simulation_single_multi.fits,other,VELA28MRP,488450,5.709,1.04918032787,5,F160W,475.8629,0.7381,414.1308,0.4084,24.8946,0.0309,29.7257,0.6091,29.7257,0.6091,0.4701,0.0256,0.5174,0.0130,70.7970,1.7413,1.33818206608,0.000e+00
VELA28MRP_0.488450_0001869__skipir_CAMERA5-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,488450,5.709,1.04918032787,5,F160W,300.5215,0.0043,300.5218,0.0033,19.3593,0.0021,12.7365,0.0368,12.7365,0.0368,3.3891,0.0073,0.8516,0.0018,63.5002,0.4995,0.23849924319,0.000e+00
VELA28MRP_0.488450_0001869__skipir_CAMERA6-BROADBAND_F160W_simulation_single_multi.fits,other,VELA28MRP,488450,5.709,1.04918032787,6,F160W,120.0555,0.3975,399.6877,0.6057,24.6859,0.0284,30.0139,0.5175,30.0139,0.5175,0.3816,0.0234,0.5993,0.0128,-17.0159,1.5826,1.23840569759,0.000e+00
VELA28MRP_0.488450_0001869__skipir_CAMERA6-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,488450,5.709,1.04918032787,6,F160W,300.4330,0.0040,300.6622,0.0052,19.3438,0.0018,11.4609,0.0314,11.4609,0.0314,3.4420,0.0071,0.9208,0.0020,-29.2198,0.9248,0.212493801103,0.000e+00
VELA28MRP_0.488450_0001869__skipir_CAMERA7-BROADBAND_F160W_simulation_single_multi.fits,other,VELA28MRP,488450,5.709,1.04918032787,7,F160W,489.2980,0.5934,374.9517,0.5098,24.3335,0.0225,42.0105,0.5237,42.0105,0.5237,0.4492,0.0194,0.3989,0.0066,48.7892,0.6157,1.19796824991,0.000e+00
VELA28MRP_0.488450_0001869__skipir_CAMERA7-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,488450,5.709,1.04918032787,7,F160W,300.4892,0.0042,300.4737,0.0039,19.3516,0.0019,11.3337,0.0296,11.3337,0.0296,3.1751,0.0058,0.8831,0.0017,79.5197,0.6012,0.243625283607,0.000e+00
VELA28MRP_0.488450_0001869__skipir_CAMERA7-BROADBAND_F160W_simulation_single_multi.fits,other,VELA28MRP,488450,5.709,1.04918032787,7,F160W,178.6680,0.0404,207.6301,0.0268,24.1234,0.0182,3.6343,0.0515,3.6343,0.0515,0.8327,0.0267,0.4972,0.0083,-73.4926,0.9103,0.560744703273,0.000e+00
VELA28MRP_0.488450_0001869__skipir_CAMERA8-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,488450,5.709,1.04918032787,8,F160W,300.4849,0.0049,300.4807,0.0040,19.3446,0.0020,12.2135,0.0342,12.2135,0.0342,3.2485,0.0065,0.8260,0.0017,84.4858,0.3983,0.249714274181,0.000e+00
VELA28MRP_0.493744_0002691__skipir_CAMERA0-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,493744,5.806,1.02429149798,0,F160W,300.4739,0.0043,300.4234,0.0035,19.3704,0.0019,11.7677,0.0358,11.7677,0.0358,3.7142,0.0080,0.8403,0.0017,82.5726,0.4660,0.222527601002,0.000e+00
VELA28MRP_0.493744_0002691__skipir_CAMERA1-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,493744,5.806,1.02429149798,1,F160W,300.4669,0.0074,300.4275,0.0037,19.3224,0.0017,16.5272,0.0393,16.5272,0.0393,2.9717,0.0050,0.4935,0.0008,89.2531,0.0801,0.261464643694,0.000e+00
VELA28MRP_0.493744_0002691__skipir_CAMERA5-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,493744,5.806,1.02429149798,5,F160W,300.3854,0.0045,300.4758,0.0033,19.3715,0.0020,11.5977,0.0328,11.5977,0.0328,3.4726,0.0071,0.8342,0.0018,59.3764,0.4443,0.240912710911,0.000e+00
VELA28MRP_0.493744_0002691__skipir_CAMERA6-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,493744,5.806,1.02429149798,6,F160W,300.4760,0.0039,300.4716,0.0051,19.3707,0.0018,11.1713,0.0298,11.1713,0.0298,3.3150,0.0065,0.9382,0.0021,-28.0051,1.1957,0.233803775679,0.000e+00
VELA28MRP_0.493744_0002691__skipir_CAMERA7-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,493744,5.806,1.02429149798,7,F160W,300.3915,0.0047,300.4781,0.0033,19.3398,0.0019,11.3918,0.0304,11.3918,0.0304,3.3925,0.0064,0.8211,0.0016,84.5047,0.3675,0.248202692015,0.000e+00
VELA28MRP_0.493744_0002691__skipir_CAMERA8-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,493744,5.806,1.02429149798,8,F160W,300.3986,0.0046,300.4746,0.0034,19.3456,0.0019,11.3258,0.0306,11.3258,0.0306,3.4418,0.0067,0.8275,0.0016,67.4810,0.3946,0.235633930221,0.000e+00
VELA28MRP_0.497995_0002437__skipir_CAMERA0-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,497995,5.871,1.00803212851,0,F160W,300.4267,0.0028,300.5266,0.0037,19.3733,0.0017,11.2173,0.0336,11.2173,0.0336,3.8382,0.0085,0.8542,0.0015,88.2736,0.5108,0.211110684492,0.000e+00
VELA28MRP_0.497995_0002437__skipir_CAMERA1-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,497995,5.871,1.00803212851,1,F160W,300.5558,0.0066,300.4254,0.0036,19.3329,0.0018,15.8681,0.0382,15.8681,0.0382,3.0594,0.0053,0.4996,0.0009,87.8942,0.0816,0.250009262059,0.000e+00
VELA28MRP_0.497995_0002437__skipir_CAMERA5-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,497995,5.871,1.00803212851,5,F160W,300.4669,0.0042,300.5226,0.0031,19.3680,0.0018,11.0372,0.0313,11.0372,0.0313,3.6531,0.0076,0.8624,0.0016,67.6315,0.5358,0.227644193764,0.000e+00
VELA28MRP_0.497995_0002437__skipir_CAMERA6-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,497995,5.871,1.00803212851,6,F160W,300.4312,0.0037,300.4669,0.0038,19.3716,0.0019,11.1636,0.0295,11.1636,0.0295,3.4559,0.0071,0.9725,0.0023,-52.3898,2.8399,0.231763369356,0.000e+00
VELA28MRP_0.497995_0002437__skipir_CAMERA7-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,497995,5.871,1.00803212851,7,F160W,300.5135,0.0041,300.4916,0.0032,19.3579,0.0020,11.5055,0.0308,11.5055,0.0308,3.4098,0.0067,0.7876,0.0015,74.1538,0.3123,0.22191067216,0.000e+00
VELA28MRP_0.497995_0002437__skipir_CAMERA8-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,497995,5.871,1.00803212851,8,F160W,300.5074,0.0038,300.4940,0.0031,19.3346,0.0019,11.4500,0.0308,11.45,0.0308,3.5598,0.0070,0.8365,0.0016,84.1974,0.4139,0.226398012755,0.000e+00
VELA28MRP_0.502134_0002303__skipir_CAMERA0-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,502134,5.936,0.99203187251,0,F160W,300.5247,0.0024,300.5627,0.0020,19.5784,0.0018,8.7967,0.0372,8.7967,0.0372,3.9120,0.0116,0.9029,0.0023,81.4086,1.0008,0.109110771973,0.000e+00
VELA28MRP_0.502134_0002303__skipir_CAMERA0-BROADBAND_F160W_simulation_single_multi.fits,other,VELA28MRP,502134,5.936,0.99203187251,0,F160W,294.9372,0.2640,301.8034,0.2142,20.5140,0.0048,85.3624,0.3137,85.3624,0.3137,0.3600,0.0029,0.7916,0.0018,-75.7227,0.5183,0.384290368791,0.000e+00
VELA28MRP_0.502134_0002303__skipir_CAMERA5-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,502134,5.936,0.99203187251,5,F160W,300.5790,0.0055,300.5746,0.0041,19.3666,0.0020,11.7629,0.0338,11.7629,0.0338,3.5338,0.0075,0.8336,0.0018,66.6683,0.4389,0.192031182521,0.000e+00
VELA28MRP_0.502134_0002303__skipir_CAMERA6-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,502134,5.936,0.99203187251,6,F160W,300.4212,0.0050,300.6739,0.0044,19.3647,0.0016,11.7430,0.0328,11.743,0.0328,3.4858,0.0074,0.9365,0.0018,78.6666,1.2109,0.21878836854,0.000e+00
VELA28MRP_0.502134_0002303__skipir_CAMERA7-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,502134,5.936,0.99203187251,7,F160W,300.5752,0.0049,300.6026,0.0041,19.3486,0.0020,11.9233,0.0319,11.9233,0.0319,3.3083,0.0066,0.7814,0.0016,80.6357,0.2959,0.192252042232,0.000e+00
VELA28MRP_0.502134_0002303__skipir_CAMERA8-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,502134,5.936,0.99203187251,8,F160W,300.5777,0.0050,300.5861,0.0046,19.3543,0.0019,11.4787,0.0300,11.4787,0.03,3.3160,0.0064,0.8454,0.0017,79.1696,0.4609,0.184904431384,0.000e+00
