filename,type,galaxyID,timeStep,age(GYr),redshift(z),camera,filter,px(pixels),errpx(pixels),py(pixels),errpy(pixels),mag,errmag,rad(pixels),errrad(pixels),rad(kpc),errrad(kpc),sersicIndex(n),errsersicIndex(n),b/a,errb/a,angle(deg),errangle(deg),rff,sky
string,enum,enum,numeric,numeric,numeric,enum,enum,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric
VELA28MRP_0.210200_0001579__skipir_CAMERA5-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,210200,1.676,3.7619047619,5,F160W,297.8902,0.0786,289.4076,0.1463,24.0046,0.0043,48.4795,0.1383,48.4795,0.1383,0.6105,0.0037,0.3214,0.0011,-27.9600,0.1022,0.533448038608,0.000e+00
VELA28MRP_0.210200_0001579__skipir_CAMERA6-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,210200,1.676,3.7619047619,6,F160W,299.0503,0.0791,291.2780,0.1372,23.9975,0.0041,48.2225,0.1338,48.2225,0.1338,0.6273,0.0029,0.3085,0.0010,-29.3597,0.0921,0.576913636501,0.000e+00
VELA28MRP_0.210200_0001579__skipir_CAMERA7-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,210200,1.676,3.7619047619,7,F160W,299.0045,0.0582,292.7031,0.1382,23.9369,0.0040,47.8570,0.1260,47.857,0.126,0.5970,0.0028,0.2986,0.0009,-22.7962,0.0853,0.541080707629,0.000e+00
VELA28MRP_0.210200_0001579__skipir_CAMERA8-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,210200,1.676,3.7619047619,8,F160W,298.5518,0.0623,291.8138,0.1415,23.9661,0.0041,46.9370,0.1288,46.937,0.1288,0.5938,0.0033,0.3079,0.0010,-23.4678,0.0899,0.505588286706,0.000e+00
VELA28MRP_0.212570_0001091__skipir_CAMERA0-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,212570,1.711,3.69483568075,0,F160W,303.3748,0.1203,300.3911,0.0394,23.7770,0.0035,47.2814,0.1071,47.2814,0.1071,0.7562,0.0034,0.2758,0.0009,-86.2184,0.0729,0.599287578099,0.000e+00
VELA28MRP_0.212570_0001091__skipir_CAMERA1-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,212570,1.711,3.69483568075,1,F160W,300.6031,0.0644,299.7797,0.1079,23.6886,0.0057,25.5237,0.1239,25.5237,0.1239,0.9251,0.0075,0.5592,0.0027,-6.3102,0.2924,0.449904369524,0.000e+00
VELA28MRP_0.212570_0001091__skipir_CAMERA1-BROADBAND_F160W_simulation_single_multi.fits,other,VELA28MRP,212570,1.711,3.69483568075,1,F160W,525.4868,0.0615,501.7678,0.0763,23.4323,0.0052,22.3237,0.0836,22.3237,0.0836,0.5545,0.0045,0.5551,0.0022,35.8709,0.2677,0.798101907753,0.000e+00
VELA28MRP_0.212570_0001091__skipir_CAMERA5-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,212570,1.711,3.69483568075,5,F160W,294.0492,0.1567,299.8555,0.0541,23.9302,0.0043,46.9087,0.1343,46.9087,0.1343,0.5891,0.0029,0.3410,0.0011,-75.3369,0.1119,0.667978886465,0.000e+00
VELA28MRP_0.212570_0001091__skipir_CAMERA6-BROADBAND_F160W_simulation_single_multi.fits,other,VELA28MRP,212570,1.711,3.69483568075,6,F160W,202.9449,0.0006,241.7251,0.0006,25.8816,0.0002,3.9007,0.0001,3.9007,0.0001,0.0131,0.0005,0.6506,0.0036,-77.7145,0.4247,0.821474426911,0.000e+00
VELA28MRP_0.212570_0001091__skipir_CAMERA6-BROADBAND_F160W_simulation_single_multi.fits,other,VELA28MRP,212570,1.711,3.69483568075,6,F160W,356.7695,0.2524,340.2085,0.2881,26.4402,0.0152,23.9020,0.2450,23.902,0.245,0.5134,0.0101,0.2014,0.0027,-41.3872,0.2235,0.924860806124,0.000e+00
VELA28MRP_0.212570_0001091__skipir_CAMERA6-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,212570,1.711,3.69483568075,6,F160W,293.7380,0.1386,299.6890,0.0465,23.9292,0.0040,46.5997,0.1217,46.5997,0.1217,0.6984,0.0036,0.3121,0.0010,-77.0378,0.0920,0.597230412944,0.000e+00
VELA28MRP_0.212570_0001091__skipir_CAMERA7-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,212570,1.711,3.69483568075,7,F160W,295.5950,0.1419,300.7308,0.0513,23.8771,0.0042,43.2250,0.1187,43.225,0.1187,0.6607,0.0037,0.3488,0.0011,-89.6369,0.1153,0.614247230082,0.000e+00
VELA28MRP_0.212570_0001091__skipir_CAMERA8-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,212570,1.711,3.69483568075,8,F160W,295.5163,0.1429,300.6597,0.0509,23.8958,0.0041,43.3463,0.1201,43.3463,0.1201,0.6436,0.0036,0.3483,0.0011,-85.6894,0.1121,0.620851591982,0.000e+00
VELA28MRP_0.214970_0001098__skipir_CAMERA0-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,214970,1.735,3.6511627907,0,F160W,308.5769,0.0295,304.7542,0.0125,23.2707,0.0033,18.3175,0.0647,18.3175,0.0647,1.7652,0.0058,0.3292,0.0011,-68.5025,0.0899,0.623538152846,0.000e+00
VELA28MRP_0.214970_0001098__skipir_CAMERA1-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,214970,1.735,3.6511627907,1,F160W,304.8935,0.0238,305.4666,0.0352,23.1563,0.0041,16.4029,0.0643,16.4029,0.0643,1.4381,0.0078,0.5616,0.0021,-34.6662,0.2308,0.622832617053,0.000e+00
VELA28MRP_0.214970_0001098__skipir_CAMERA1-BROADBAND_F160W_simulation_single_multi.fits,other,VELA28MRP,214970,1.735,3.6511627907,1,F160W,502.1073,0.0324,479.7481,0.0567,23.7103,0.0052,15.7578,0.0773,15.7578,0.0773,1.1731,0.0084,0.5826,0.0029,20.2490,0.3045,0.552420569842,0.000e+00
VELA28MRP_0.214970_0001098__skipir_CAMERA5-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,214970,1.735,3.6511627907,5,F160W,304.5916,0.0545,303.0718,0.0272,23.3142,0.0037,22.6020,0.0776,22.602,0.0776,1.2283,0.0056,0.4035,0.0014,-66.3763,0.1225,0.79191431799,0.000e+00
VELA28MRP_0.214970_0001098__skipir_CAMERA6-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,214970,1.735,3.6511627907,6,F160W,308.7105,0.0525,306.2699,0.0205,23.3371,0.0037,22.2381,0.0806,22.2381,0.0806,1.3684,0.0054,0.3780,0.0013,-75.2713,0.1146,0.755242540552,0.000e+00
VELA28MRP_0.214970_0001098__skipir_CAMERA7-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,214970,1.735,3.6511627907,7,F160W,304.1327,0.0378,302.3291,0.0195,23.2113,0.0034,18.2916,0.0656,18.2916,0.0656,1.5075,0.0062,0.4868,0.0015,-89.4033,0.1453,0.726784387253,0.000e+00
VELA28MRP_0.214970_0001098__skipir_CAMERA8-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,214970,1.735,3.6511627907,8,F160W,303.6620,0.0387,302.4337,0.0193,23.2076,0.0034,18.2842,0.0655,18.2842,0.0655,1.4957,0.0059,0.4822,0.0015,-84.2713,0.1485,0.711479199925,0.000e+00
VELA28MRP_0.217336_0001700__skipir_CAMERA0-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,217336,1.759,3.60829493088,0,F160W,294.0257,0.0502,300.3825,0.0178,23.1925,0.0034,23.6932,0.0649,23.6932,0.0649,1.4723,0.0058,0.3372,0.0011,-78.3652,0.0739,0.682287883615,0.000e+00
VELA28MRP_0.217336_0001700__skipir_CAMERA1-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,217336,1.759,3.60829493088,1,F160W,301.2442,0.0205,304.3300,0.0365,23.0227,0.0037,17.0026,0.0647,17.0026,0.0647,1.5440,0.0071,0.5305,0.0018,-17.1829,0.1810,0.646055704916,0.000e+00
VELA28MRP_0.217336_0001700__skipir_CAMERA1-BROADBAND_F160W_simulation_single_multi.fits,other,VELA28MRP,217336,1.759,3.60829493088,1,F160W,464.0662,0.0301,407.5188,0.0557,23.7781,0.0053,17.2408,0.0857,17.2408,0.0857,1.2389,0.0084,0.5262,0.0026,28.3049,0.2519,0.544151140479,0.000e+00
VELA28MRP_0.217336_0001700__skipir_CAMERA6-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,217336,1.759,3.60829493088,6,F160W,307.1454,0.0616,303.0744,0.0275,23.2140,0.0037,26.2043,0.0959,26.2043,0.0959,1.2760,0.0050,0.3763,0.0013,-65.4886,0.1007,0.731417653956,0.000e+00
VELA28MRP_0.217336_0001700__skipir_CAMERA7-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,217336,1.759,3.60829493088,7,F160W,306.7858,0.0605,302.2798,0.0272,23.2342,0.0037,21.9498,0.0801,21.9498,0.0801,1.1060,0.0038,0.4360,0.0014,-84.5127,0.1430,0.708942756212,0.000e+00
VELA28MRP_0.220283_0001469__skipir_CAMERA0-BROADBAND_F160W_simulation_single_multi.fits,other,VELA28MRP,220283,1.796,3.54545454545,0,F160W,425.1901,0.1518,394.9441,0.1619,27.5679,0.0303,9.8113,0.1811,9.8113,0.1811,0.4612,0.0245,0.4668,0.0079,-44.1352,1.1301,1.15196480856,0.000e+00
VELA28MRP_0.220283_0001469__skipir_CAMERA0-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,220283,1.796,3.54545454545,0,F160W,309.6507,0.1574,305.8230,0.0514,23.4332,0.0045,42.9234,0.1511,42.9234,0.1511,0.7471,0.0037,0.2164,0.0009,-71.6495,0.0675,0.643814176445,0.000e+00
VELA28MRP_0.220283_0001469__skipir_CAMERA1-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,220283,1.796,3.54545454545,1,F160W,306.8980,0.0670,302.6701,0.0452,23.2323,0.0045,20.3605,0.0811,20.3605,0.0811,1.0201,0.0053,0.6610,0.0025,-73.9474,0.3502,0.586638798631,0.000e+00
VELA28MRP_0.220283_0001469__skipir_CAMERA1-BROADBAND_F160W_simulation_single_multi.fits,other,VELA28MRP,220283,1.796,3.54545454545,1,F160W,432.2845,0.0129,547.4858,0.0150,23.1094,0.0042,6.1797,0.0271,6.1797,0.0271,1.3993,0.0095,0.7853,0.0031,21.1552,0.5924,0.518305956345,0.000e+00
VELA28MRP_0.220283_0001469__skipir_CAMERA5-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,220283,1.796,3.54545454545,5,F160W,308.7925,0.1477,300.4543,0.0428,23.4190,0.0045,40.7856,0.1395,40.7856,0.1395,0.7296,0.0036,0.2933,0.0011,85.4429,0.0953,0.64878710883,0.000e+00
VELA28MRP_0.220283_0001469__skipir_CAMERA6-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,220283,1.796,3.54545454545,6,F160W,310.2120,0.1747,303.4134,0.0417,23.4311,0.0046,44.3668,0.1659,44.3668,0.1659,0.7633,0.0041,0.2570,0.0010,-88.7855,0.0816,0.670882713546,0.000e+00
VELA28MRP_0.220283_0001469__skipir_CAMERA6-BROADBAND_F160W_simulation_single_multi.fits,other,VELA28MRP,220283,1.796,3.54545454545,6,F160W,453.1078,0.2280,350.2607,0.0942,27.5087,0.0301,11.2851,0.2101,11.2851,0.2101,0.3538,0.0206,0.3557,0.0070,73.4419,0.6546,1.05185096878,0.000e+00
VELA28MRP_0.220283_0001469__skipir_CAMERA7-BROADBAND_F160W_simulation_single_multi.fits,other,VELA28MRP,220283,1.796,3.54545454545,7,F160W,320.7419,0.2435,212.2671,0.1634,27.9536,0.0333,10.9626,0.2235,10.9626,0.2235,0.4590,0.0194,0.6496,0.0135,-61.6510,2.4002,1.02879736201,0.000e+00
VELA28MRP_0.220283_0001469__skipir_CAMERA7-BROADBAND_F160W_simulation_single_multi.fits,other,VELA28MRP,220283,1.796,3.54545454545,7,F160W,350.3737,0.0385,257.4286,0.0407,24.3705,0.0061,10.6585,0.0504,10.6585,0.0504,0.5180,0.0074,0.4182,0.0021,43.2161,0.2264,1.04918187853,0.000e+00
VELA28MRP_0.220283_0001469__skipir_CAMERA7-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,220283,1.796,3.54545454545,7,F160W,302.6679,0.0902,298.9910,0.0456,23.4741,0.0041,34.6387,0.0955,34.6387,0.0955,0.8472,0.0047,0.3200,0.0012,64.8716,0.0933,0.57374287338,0.000e+00
VELA28MRP_0.220283_0001469__skipir_CAMERA8-BROADBAND_F160W_simulation_single_multi.fits,other,VELA28MRP,220283,1.796,3.54545454545,8,F160W,304.4605,0.2633,196.4527,0.2119,30.4171,1.5261,1126.3381,5998.9907,1126.3381,5998.9907,20.0000,21.8868,0.9509,0.2282,85.3505,140.0672,0.802873311435,0.000e+00
VELA28MRP_0.220283_0001469__skipir_CAMERA8-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,220283,1.796,3.54545454545,8,F160W,308.7370,0.1053,296.8177,0.0405,23.6782,0.0051,27.5555,0.1359,27.5555,0.1359,1.0667,0.0067,0.4304,0.0018,68.9776,0.2017,0.648939003535,0.000e+00
VELA28MRP_0.222748_0001428__skipir_CAMERA0-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,222748,1.832,3.48430493274,0,F160W,251.5122,0.0496,283.5468,0.0257,23.3208,0.0039,22.8138,0.0906,22.8138,0.0906,1.3802,0.0049,0.2780,0.0011,-62.1315,0.0798,0.752657864851,0.000e+00
VELA28MRP_0.222748_0001428__skipir_CAMERA1-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,222748,1.832,3.48430493274,1,F160W,304.7234,0.0314,305.4997,0.0524,23.1338,0.0039,20.0872,0.0533,20.0872,0.0533,0.8309,0.0055,0.5912,0.0020,-32.0445,0.2362,0.649956120033,0.000e+00
VELA28MRP_0.222748_0001428__skipir_CAMERA1-BROADBAND_F160W_simulation_single_multi.fits,other,VELA28MRP,222748,1.832,3.48430493274,1,F160W,394.9977,0.0065,536.5423,0.0040,22.6107,0.0025,4.4979,0.0144,4.4979,0.0144,2.2227,0.0080,0.8399,0.0019,42.0439,0.6339,0.37729212307,0.000e+00
VELA28MRP_0.222748_0001428__skipir_CAMERA5-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,222748,1.832,3.48430493274,5,F160W,318.7100,0.1422,296.1875,0.0365,23.2747,0.0039,46.2281,0.1300,46.2281,0.13,0.6798,0.0030,0.2552,0.0008,81.1752,0.0658,0.756517469379,0.000e+00
VELA28MRP_0.222748_0001428__skipir_CAMERA6-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,222748,1.832,3.48430493274,6,F160W,318.3488,0.1931,302.6911,0.0546,23.4713,0.0044,53.4796,0.1744,53.4796,0.1744,0.4456,0.0022,0.2068,0.0007,-74.4060,0.0590,0.780252662114,0.000e+00
VELA28MRP_0.222748_0001428__skipir_CAMERA7-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,222748,1.832,3.48430493274,7,F160W,326.9065,0.0240,273.6342,0.0347,23.3129,0.0035,18.3275,0.0737,18.3275,0.0737,1.4670,0.0039,0.3739,0.0014,33.5244,0.1098,0.737803288498,0.000e+00
VELA28MRP_0.222748_0001428__skipir_CAMERA8-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,222748,1.832,3.48430493274,8,F160W,330.8034,0.0263,277.4391,0.0253,23.3111,0.0038,17.7134,0.0710,17.7134,0.071,1.7021,0.0061,0.4150,0.0016,44.8922,0.1344,0.757042483788,0.000e+00
VELA28MRP_0.224919_0001442__skipir_CAMERA0-BROADBAND_F160W_simulation_single_multi.fits,other,VELA28MRP,224919,1.857,3.44444444444,0,F160W,488.6847,0.7237,448.7617,0.4458,30.6205,70.9530,5.218e-03,8.141e-01,0.005218,0.8141,19.9917,474.6646,0.2558,0.9567,63.4233,63.7868,0,0.000e+00
VELA28MRP_0.224919_0001442__skipir_CAMERA0-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,224919,1.857,3.44444444444,0,F160W,248.5591,0.0637,281.9238,0.1052,25.8154,0.0260,8.4296,0.1898,8.4296,0.1898,1.8294,0.0556,0.5795,0.0162,25.4546,1.6291,0.921146668209,0.000e+00
VELA28MRP_0.224919_0001442__skipir_CAMERA0-BROADBAND_F160W_simulation_single_multi.fits,other,VELA28MRP,224919,1.857,3.44444444444,0,F160W,225.1746,0.0229,263.4970,0.0248,23.7014,0.0053,7.4191,0.0357,7.4191,0.0357,1.4518,0.0122,0.8146,0.0043,-0.2525,1.1213,0.863534184876,0.000e+00
VELA28MRP_0.224919_0001442__skipir_CAMERA1-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,224919,1.857,3.44444444444,1,F160W,309.6488,0.0407,309.4938,0.0309,22.7275,0.0039,18.3641,0.0627,18.3641,0.0627,1.0840,0.0055,0.5052,0.0019,-51.5385,0.1785,0.720371055966,0.000e+00
VELA28MRP_0.224919_0001442__skipir_CAMERA1-BROADBAND_F160W_simulation_single_multi.fits,other,VELA28MRP,224919,1.857,3.44444444444,1,F160W,362.9891,0.0274,553.6111,0.0191,23.4057,0.0053,10.0557,0.0576,10.0557,0.0576,1.7922,0.0120,0.7138,0.0037,63.8954,0.5454,0.455091074759,0.000e+00
VELA28MRP_0.224919_0001442__skipir_CAMERA5-BROADBAND_F160W_simulation_single_multi.fits,other,VELA28MRP,224919,1.857,3.44444444444,5,F160W,363.2807,0.0304,294.0990,0.0182,24.3179,0.0082,6.0201,0.0561,6.0201,0.0561,1.2517,0.0174,0.5505,0.0035,-87.3261,0.5368,0.608323449873,0.000e+00
VELA28MRP_0.224919_0001442__skipir_CAMERA5-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,224919,1.857,3.44444444444,5,F160W,339.5993,0.0603,292.5127,0.0239,23.0399,0.0039,26.0886,0.0822,26.0886,0.0822,1.1255,0.0035,0.3051,0.0012,72.4321,0.0665,0.753321728067,0.000e+00
VELA28MRP_0.224919_0001442__skipir_CAMERA6-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,224919,1.857,3.44444444444,6,F160W,350.2988,0.1163,308.7168,0.0361,23.1548,0.0048,31.8172,0.1386,31.8172,0.1386,1.0337,0.0052,0.1820,0.0009,-72.7994,0.0590,0.897656166014,0.000e+00
VELA28MRP_0.224919_0001442__skipir_CAMERA7-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,224919,1.857,3.44444444444,7,F160W,327.9739,0.0181,265.8730,0.0380,22.8896,0.0038,19.0269,0.0710,19.0269,0.071,1.5044,0.0062,0.3638,0.0013,25.8303,0.1062,0.771443593737,0.000e+00
VELA28MRP_0.224919_0001442__skipir_CAMERA8-BROADBAND_F160W_simulation_single_multi.fits,other,VELA28MRP,224919,1.857,3.44444444444,8,F160W,235.6889,0.3169,187.8990,0.5366,29.5822,0.7080,709.3160,1761.5568,709.316,1761.5568,19.9973,10.3035,0.8779,0.1176,33.6750,30.8484,0.859613722519,0.000e+00
VELA28MRP_0.224919_0001442__skipir_CAMERA8-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,224919,1.857,3.44444444444,8,F160W,331.3339,0.0287,271.7243,0.0420,23.3304,0.0051,13.1757,0.0814,13.1757,0.0814,1.2862,0.0106,0.6090,0.0031,38.6576,0.3846,0.805094086879,0.000e+00
VELA28MRP_0.227217_0001910__skipir_CAMERA0-BROADBAND_F160W_simulation_single_multi.fits,other,VELA28MRP,227217,1.881,3.40528634361,0,F160W,523.2669,0.1876,238.7770,0.1856,29.0004,0.3988,317.5902,363.9355,317.5902,363.9355,19.9997,10.5431,0.5682,0.0356,-71.2165,3.0983,0.943269701628,0.000e+00
VELA28MRP_0.227217_0001910__skipir_CAMERA0-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,227217,1.881,3.40528634361,0,F160W,272.3770,0.0196,298.6441,0.0484,25.5660,0.0134,10.9720,0.1387,10.972,0.1387,3.1520,0.0320,0.3148,0.0043,14.6558,0.1697,0.865770808106,0.000e+00
VELA28MRP_0.227217_0001910__skipir_CAMERA0-BROADBAND_F160W_simulation_single_multi.fits,other,VELA28MRP,227217,1.881,3.40528634361,0,F160W,226.4492,0.0241,272.5410,0.0285,23.5540,0.0052,8.7000,0.0398,8.7,0.0398,1.1536,0.0099,0.7399,0.0033,-4.5814,0.6835,0.89925646764,0.000e+00
VELA28MRP_0.227217_0001910__skipir_CAMERA1-BROADBAND_F160W_simulation_single_multi.fits,other,VELA28MRP,227217,1.881,3.40528634361,1,F160W,343.1541,0.0383,500.5821,0.0248,23.6411,0.0054,12.1175,0.0683,12.1175,0.0683,1.6517,0.0085,0.6655,0.0035,-81.4000,0.4415,0.385194522531,0.000e+00
VELA28MRP_0.227217_0001910__skipir_CAMERA1-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,227217,1.881,3.40528634361,1,F160W,289.1774,0.0265,314.5218,0.0452,22.8235,0.0038,22.1023,0.0608,22.1023,0.0608,0.9029,0.0054,0.4237,0.0014,18.3296,0.1243,0.675153301952,0.000e+00
VELA28MRP_0.227217_0001910__skipir_CAMERA5-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,227217,1.881,3.40528634361,5,F160W,327.5609,0.0750,284.7750,0.0607,22.8508,0.0035,37.2587,0.0784,37.2587,0.0784,0.7365,0.0039,0.2492,0.0007,51.0369,0.0570,0.770758943113,0.000e+00
VELA28MRP_0.227217_0001910__skipir_CAMERA6-BROADBAND_F160W_simulation_single_multi.fits,other,VELA28MRP,227217,1.881,3.40528634361,6,F160W,381.6256,0.0432,336.9095,0.0580,23.8314,0.0062,14.9093,0.0535,14.9093,0.0535,0.3893,0.0053,0.4303,0.0022,-35.9247,0.2169,0.888108572984,0.000e+00
VELA28MRP_0.227217_0001910__skipir_CAMERA6-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,227217,1.881,3.40528634361,6,F160W,322.7878,0.1378,307.4043,0.0347,23.1869,0.0046,37.1129,0.1646,37.1129,0.1646,1.0254,0.0054,0.2315,0.0010,-75.7288,0.0746,0.722068876985,0.000e+00
VELA28MRP_0.227217_0001910__skipir_CAMERA7-BROADBAND_F160W_simulation_single_multi.fits,other,VELA28MRP,227217,1.881,3.40528634361,7,F160W,216.5747,81.9721,263.8790,88.0374,28.8384,1.3135,6853.9849,8446.9248,6853.9849,8446.9248,1.7835,0.5271,2.955e-03,3.362e-03,42.9460,0.0833,0.96752591939,0.000e+00
VELA28MRP_0.227217_0001910__skipir_CAMERA7-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,227217,1.881,3.40528634361,7,F160W,286.0714,0.0230,252.3453,0.0338,23.0964,0.0041,15.0211,0.0679,15.0211,0.0679,1.3338,0.0082,0.5876,0.0021,-24.6761,0.2411,0.770327179074,0.000e+00
VELA28MRP_0.227217_0001910__skipir_CAMERA8-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,227217,1.881,3.40528634361,8,F160W,302.7144,0.0278,273.2621,0.0946,22.8983,0.0036,35.2434,0.0769,35.2434,0.0769,0.7439,0.0042,0.2717,0.0008,-8.4704,0.0636,0.766555737688,0.000e+00
VELA28MRP_0.229686_0002525__skipir_CAMERA0-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,229686,1.919,3.34782608696,0,F160W,303.2014,0.0423,287.2820,0.1532,23.1503,0.0046,43.3668,0.1847,43.3668,0.1847,0.9940,0.0056,0.2733,0.0011,6.2334,0.0895,0.639516516109,0.000e+00
VELA28MRP_0.229686_0002525__skipir_CAMERA0-BROADBAND_F160W_simulation_single_multi.fits,other,VELA28MRP,229686,1.919,3.34782608696,0,F160W,101.7116,0.0352,583.6910,0.0645,23.8668,0.0067,14.7121,0.0986,14.7121,0.0986,1.2381,0.0121,0.5425,0.0037,-7.8013,0.3940,0.412431619463,0.000e+00
VELA28MRP_0.229686_0002525__skipir_CAMERA1-BROADBAND_F160W_simulation_single_multi.fits,other,VELA28MRP,229686,1.919,3.34782608696,1,F160W,355.1480,0.0343,382.3860,0.0189,24.1234,0.0069,13.5969,0.0745,13.5969,0.0745,2.4973,0.0121,0.6497,0.0032,-81.2961,0.4613,0.535368826468,0.000e+00
VELA28MRP_0.229686_0002525__skipir_CAMERA1-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,229686,1.919,3.34782608696,1,F160W,292.7060,0.0893,301.1345,0.0403,23.1292,0.0045,32.9833,0.1433,32.9833,0.1433,0.9642,0.0047,0.3413,0.0013,78.2722,0.0846,0.582168440008,0.000e+00
